OBJECTID,X,Y,hospital_pk,collection_week,state,ccn,hospital_name,address,city,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,a_adult_hospbeds_7d_avg,a_adult_hospinpbeds_7d_avg,inpatient_beds_used_7_day_avg,a_adult_hospinpbed_occ_7d_avg,adults_hospconfsusp_7d_avg,adults_hospconf_7d_avg,pediatric_hospconfsusp_7d_avg,pediatric_hospconf_7d_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,t_staff_adult_icubeds_7d_avg,icu_beds_used_7_day_avg,staff_adult_icubed_occ_7d_avg,staff_icuadultconfsusp_7d_avg,staff_icuadultconf_7_avg,patients_hospconf_flu_7d_avg,icu_patients_conf_flu_7d_avg,hospconf_flucovid_7d_avg,total_beds_7_day_sum,a_adult_hospbeds_7d_sum,a_adult_hospinpbeds_7d_sum,inpatient_beds_used_7_day_sum,a_adult_hospinpbed_occ_7d_sum,adults_hospconfsusp_7d_sum,adults_hospconf_7d_sum,pediatric_hospconfsusp_7d_sum,pediatric_hospconf_7d_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,t_staff_adult_icubeds_7d_sum,icu_beds_used_7_day_sum,staff_adult_icubed_occ_7d_sum,staff_icuadultconfsusp_7d_sum,staff_icuadultconf_7d_sum,patients_hospconf_flu_7d_sum,icu_patients_conf_flu_7d_sum,hospconf_flucovid_7d_sum,total_beds_7_day_coverage,a_adult_hospbeds_7d_cov,a_adult_hospinpbeds_7d_cov,inpatient_beds_used_7d_cov,a_adult_hospinpbed_occ_7d_cov,adults_hospconfsusp_7d_cov,adults_hospconf_7d_cov,pediatric_hospconfsusp_7d_cov,pediatric_hospconf_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,t_staff_adult_icubeds_7d_cov,icu_beds_used_7_day_coverage,staff_adult_icubed_occ_7d_cov,staff_icuadultconfsusp_7d_cov,staff_icuadultconf_7_cov,patients_hospconf_flu_7d_cov,icu_patients_conf_flu_7d_cov,hospconf_flucovid_7d_cov,prevadmit_adult_conf_7d_sum,prevadmit_1819_conf_7d_sum,prevadmit_2029_conf_7d_sum,prevadmit_3039_conf_7d_sum,prevadmit_4049_conf_7d_sum,prevadmit_5059_conf_7d_sum,prevadmit_6069_conf_7d_sum,prevadmit_7079_conf_7d_sum,prevadmit_80p_conf_7d_sum,prevadmit_conf_unk_7d_sum,prevadmit_pedi_conf_7d_sum,prevday_covidED_visits_7d_sum,prevadmit_adult_susp_7d_sum,prevadmit_1819_susp_7d_sum,prevadmit_2029_susp_7d_sum,prevadmit_3039_susp_7d_sum,prevadmit_4049_susp_7d_sum,prevadmit_5059_susp_7d_sum,prevadmit_6069_susp_7d_sum,prevadmit_7079_susp_7d_sum,prevadmit_80p_susp_7d_sum,prevadmit_susp_unk_7d_sum,prevadmit_pedi_susp_7d_sum,prevday_totED_visits_7d_sum,prevadmit_flu_conf_7d_sum,zip_code,last_updated
959,-81.2534180289383,28.9585239994147,100330,2022/02/04 00:00:00+00,FL,100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,3300 HALIFAX CROSSINGS BLVD,DELTONA,Short Term,12127,True,43,43,43,24.4,24.4,6.1,4.4,0,0,43,13,13,4.6,4.6,-999999,-999999,0,0,0,301,301,301,171,171,43,31,0,0,301,91,91,32,32,16,16,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,-999999,0,0,0,0,0,14,5,0,0,0,0,0,0,-999999,-999999,0,0,329,0,32725,2022/02/14 20:08:00+00
960,-81.9584077512652,28.949455911736,100290,2022/02/04 00:00:00+00,FL,100290,UF HEALTH THE VILLAGES HOSPITAL,1451 EL CAMINO REAL,THE VILLAGES,Short Term,12119,True,0,0,220,242,242,58.4,58.4,0,0,220,33,33,39.7,39.7,5.6,5.6,0,0,0,0,0,1540,1694,1694,409,409,0,0,1540,231,231,278,278,39,39,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,69,0,-999999,0,-999999,-999999,15,23,26,0,0,62,0,0,0,0,0,0,0,0,0,0,0,528,0,32159,2022/02/14 20:08:00+00
961,-81.0553546627307,29.2005707738925,100017,2022/02/04 00:00:00+00,FL,100017,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,Short Term,12127,True,673,593,593,356.9,354.9,60.7,41,0,0,673,92,73,39.7,39.7,13.6,13.6,-999999,0,0,4711,4151,4151,2498,2484,425,287,0,0,4711,644,511,278,278,95,95,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,-999999,0,-999999,-999999,-999999,-999999,0,0,86,33,0,-999999,-999999,5,5,7,6,6,-999999,0,1499,-999999,32114,2022/02/14 20:08:00+00
962,-80.9228081912373,29.0209988080995,100014,2022/02/04 00:00:00+00,FL,100014,ADVENTHEALTH NEW SMYRNA BEACH,401 PALMETTO ST,NEW SMYRNA BEACH,Short Term,12127,True,0,0,109,97.6,97.6,17.1,17,0,0,109,14,14,12.7,12.7,-999999,-999999,0,0,0,0,0,763,683,683,120,119,0,0,763,98,98,89,89,27,26,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,17,0,0,0,-999999,-999999,-999999,4,8,0,0,33,-999999,0,0,0,0,0,0,-999999,0,0,0,514,0,32170,2022/02/14 20:08:00+00
963,-81.1093775374389,29.2430621195786,102030,2022/02/04 00:00:00+00,FL,102030,SELECT SPECIALTY HOSPITAL DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,Long Term,12127,True,34,34,34,30.7,30.7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,102,238,238,215,215,0,0,0,0,238,0,0,0,0,0,0,0,0,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32117,2022/02/14 20:08:00+00
964,-81.3172867062117,29.0426450311407,100045,2022/02/04 00:00:00+00,FL,100045,ADVENTHEALTH DELAND,701 W PLYMOUTH AVE,DELAND,Short Term,12127,True,0,0,162,144.3,144.3,31.1,31.1,0,0,162,25,25,22.7,22.7,9.6,9.6,0,0,0,0,0,1078,1010,1010,218,218,0,0,1134,175,175,159,159,67,67,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,30,-999999,0,-999999,-999999,-999999,-999999,10,11,0,0,91,0,0,0,0,0,0,0,0,0,0,0,826,0,32720,2022/02/14 20:08:00+00
965,-85.5429319970044,30.7645875125961,101308,2022/02/04 00:00:00+00,FL,101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,1360 BRICKYARD RD,CHIPLEY,Critical Access Hospitals,12133,False,37,37,37,21,20.9,7.7,7.7,0,0,37,0,0,0,0,0,0,0,0,0,259,259,259,147,146,54,54,0,0,259,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,-999999,-999999,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,230,0,32428,2022/02/14 20:08:00+00
966,-81.1093775374389,29.2430621195786,100068,2022/02/04 00:00:00+00,FL,100068,ADVENTHEALTH DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,Short Term,12127,True,0,0,342,336.4,328.7,56,55.3,-999999,-999999,368,62,46,49.4,43.4,6,5.9,-999999,0,0,0,0,2352,2355,2301,392,387,-999999,-999999,2576,434,322,346,304,42,41,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,41,0,-999999,-999999,-999999,4,9,13,8,0,0,153,-999999,0,0,0,0,0,-999999,0,-999999,0,0,1288,0,32117,2022/02/14 20:08:00+00
967,-82.3488891042529,31.7683609862666,110071,2022/02/04 00:00:00+00,GA,110071,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,Short Term,13001,False,64,64,64,26.4,25.9,-999999,-999999,0,0,64,5,5,0,0,0,0,0,0,0,448,448,434,185,181,18,17,0,0,448,35,35,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,-999999,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,118,0,31513,2022/02/14 20:08:00+00
968,-86.3073446351602,30.3769571382448,100292,2022/02/04 00:00:00+00,FL,100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,MIRAMAR BEACH,Short Term,12131,True,0,0,86,82,82,18,18,0,0,86,6,6,6.7,6.7,5.3,5.3,0,0,0,0,0,602,574,574,126,126,0,0,602,42,42,47,47,37,37,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,18,0,0,0,0,0,0,0,0,18,7,62,0,0,0,0,0,0,0,0,0,0,0,497,0,32550,2022/02/14 20:08:00+00
969,-82.4596192419805,31.5391419602275,111327,2022/02/04 00:00:00+00,GA,111327,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,Critical Access Hospitals,13005,False,0,0,25,14.3,14.3,11.7,11.7,0,0,25,8,8,6.9,6.9,7,7,0,0,0,0,0,168,100,100,82,82,0,0,175,56,56,48,48,49,49,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,12,0,-999999,-999999,0,-999999,5,-999999,-999999,0,0,59,0,0,0,0,0,0,0,0,0,0,0,196,0,31510,2022/02/14 20:08:00+00
970,-86.1190155922055,30.6590825275795,100081,2022/02/04 00:00:00+00,FL,100081,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,DEFUNIAK SPRINGS,Short Term,12131,True,54.8,54.8,50,-999999,-999999,-999999,-999999,0,0,50,5,5,0,0,0,0,0,0,0,274,274,350,18,18,8,8,0,0,300,30,30,0,0,0,0,0,0,0,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,8,0,0,-999999,-999999,0,0,-999999,-999999,0,0,-999999,8,0,0,-999999,-999999,0,0,-999999,-999999,0,0,120,0,32435,2022/02/14 20:08:00+00
971,-83.2480411712298,33.0893664868035,110150,2022/02/04 00:00:00+00,GA,110150,NAVICENT HEALTH BALDWIN,821 NORTH COBB STREET,MILLEDGEVILLE,Short Term,13009,True,82,82,60.3,80.6,58.7,12.7,12.7,0,0,60.3,6,6,6,6,-999999,-999999,0,0,0,574,574,651,564,411,89,89,0,0,422,42,42,42,42,22,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,0,0,0,0,0,0,0,0,16,0,52,0,0,0,0,0,0,0,0,0,0,0,393,0,31061,2022/02/14 20:08:00+00
972,-83.2384165670902,31.2036330677585,110234,2022/02/04 00:00:00+00,GA,110234,SGMC BERRIEN CAMPUS,1221 E MCPHERSON AVENUE,NASHVILLE,Short Term,13019,False,35,35,27,-999999,-999999,-999999,-999999,0,0,27,0,0,0,0,0,0,-999999,0,0,245,245,189,24,23,12,12,0,0,189,0,0,0,0,0,0,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,-999999,0,-999999,0,0,89,0,0,0,0,0,0,0,0,0,0,0,192,-999999,31639,2022/02/14 20:08:00+00
973,-83.6357025361057,32.8327725005847,110107,2022/02/04 00:00:00+00,GA,110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,777 HEMLOCK STREET,MACON,Short Term,13021,True,700.9,639,563.1,533.1,464.1,63,63,4.1,4.1,605.1,108,89.1,77,69.3,13.1,13.1,-999999,13,-999999,4906,4473,3834,3732,3249,441,441,29,29,4236,756,624,539,485,92,92,14,91,21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,-999999,-999999,0,0,-999999,0,-999999,0,26,5,0,-999999,-999999,0,-999999,0,0,-999999,0,0,957,7,31201,2022/02/14 20:08:00+00
974,-83.2608778044862,31.6974218802982,110073,2022/02/04 00:00:00+00,GA,110073,DORMINY MEDICAL CENTER,200 PERRY HOUSE ROAD BOX 1447,FITZGERALD,Short Term,13017,True,46,46,46,16.4,16.4,4.3,4.3,0,0,46,5,5,4.9,4.9,-999999,-999999,0,0,0,46,46,322,115,115,30,30,0,0,322,35,35,34,34,16,16,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,147,0,31750,2022/02/14 20:08:00+00
975,-83.7067731766531,34.0083699179851,110045,2022/02/04 00:00:00+00,GA,110045,NORTHEAST GEORGIA MEDICAL CENTER BARROW,316 NORTH BROAD STREET,WINDER,Short Term,13013,True,55,55,45,33,28.9,14.6,14.6,0,0,45,0,0,0,0,0,0,0,0,0,385,385,266,231,202,102,102,0,0,315,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,-999999,-999999,-999999,0,0,24,4,0,0,0,0,0,0,-999999,-999999,0,0,366,0,30680,2022/02/14 20:08:00+00
976,-83.618796218009,32.8457973072521,110164,2022/02/04 00:00:00+00,GA,110164,PIEDMONT MACON MEDICAL CENTER,350 HOSPITAL DRIVE,MACON,Short Term,13021,True,207,207,185.3,190.6,184.9,51.1,51.1,0,0,185.3,28,28,20,20,10.7,10.7,0,0,0,207,207,1743,1334,1294,358,358,0,0,1297,196,196,140,140,75,75,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,75,0,-999999,-999999,4,5,5,-999999,4,52,0,23,0,0,0,0,0,0,0,0,0,0,0,580,0,31217,2022/02/14 20:08:00+00
977,-83.3462892302063,32.3842322185563,111302,2022/02/04 00:00:00+00,GA,111302,BLECKLEY MEMORIAL HOSPITAL,145 PEACOCK STREET,COCHRAN,Critical Access Hospitals,13023,False,24,24,18,16.4,13.7,-999999,-999999,0,0,18,0,0,0,0,0,0,0,0,0,168,168,126,115,96,8,8,0,0,126,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,84,0,31014,2022/02/14 20:08:00+00
978,-83.6940095497734,32.8709781369525,110201,2022/02/04 00:00:00+00,GA,110201,PIEDMONT MACON NORTH HOSPITAL,400 CHARTER BOULEVARD,MACON,Short Term,13021,True,47,47,28.9,28.9,26.7,4.3,4.3,0,0,28.9,0,0,0,0,0,0,0,0,0,47,47,266,202,187,30,30,0,0,202,0,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,0,-999999,-999999,-999999,-999999,-999999,-999999,5,0,26,0,0,0,0,0,0,0,0,0,0,0,615,0,31210,2022/02/14 20:08:00+00
979,-83.5594680176858,30.7950090434379,111332,2022/02/04 00:00:00+00,GA,111332,BROOKS COUNTY HOSPITAL,903 N COURT STREET,QUITMAN,Critical Access Hospitals,13027,True,30,30,25,14.3,13,-999999,-999999,0,0,25,0,0,0,0,0,0,0,0,0,210,210,175,100,91,4,4,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,-999999,0,-999999,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,152,0,31643,2022/02/14 20:08:00+00
980,-82.0121326493158,33.0841044118087,110113,2022/02/04 00:00:00+00,GA,110113,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,WAYNESBORO,Short Term,13033,True,28,28,20,10.9,4.9,-999999,-999999,0,0,20,0,0,0,0,0,0,0,0,0,196,196,140,76,34,6,6,0,0,140,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,7,0,0,0,0,0,0,0,0,0,0,0,135,0,30830,2022/02/14 20:08:00+00
981,-81.7687331001385,32.4151966289471,110075,2022/02/04 00:00:00+00,GA,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,Short Term,13031,True,174.4,174.4,135.4,139.1,116.7,23.1,23.1,0,0,135.4,24.4,24.4,24.1,24.1,9.1,9.1,0,0,0,1221,1221,861,974,817,162,162,0,0,948,171,171,169,169,64,64,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,21,0,0,0,-999999,-999999,4,6,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,775,0,30458,2022/02/14 20:08:00+00
982,-81.616126126693,30.7811711274613,110146,2022/02/04 00:00:00+00,GA,110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,SAINT MARYS,Short Term,13039,True,42.5,42.5,40,28.4,28.3,10.4,10.4,0,0,40,5.4,5.4,4.1,4.1,6.9,6.9,0,0,0,85,85,280,199,198,73,73,0,0,280,38,38,29,29,48,48,0,0,0,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,-999999,0,0,0,0,0,0,0,0,-999999,0,91,-999999,0,0,0,0,0,0,0,0,-999999,0,492,0,31558,2022/02/14 20:08:00+00
983,-82.0663318837499,32.4065084578141,111334,2022/02/04 00:00:00+00,GA,111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,Critical Access Hospitals,13043,False,50,5.7,0,25.9,24,5.4,5.4,0,0,40,4,-999999,-999999,-999999,-999999,-999999,0,0,0,350,40,-999999,181,168,38,38,0,0,280,28,4,23,23,16,16,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,-999999,4,0,-999999,0,0,4,0,0,0,0,0,0,0,0,0,0,0,95,0,30439,2022/02/14 20:08:00+00
984,-83.9789362006159,33.3038725320786,111319,2022/02/04 00:00:00+00,GA,111319,WELLSTAR SYLVAN GROVE HOSPITAL,1050 MCDONOUGH ROAD,JACKSON,Critical Access Hospitals,13035,True,0,0,17,7.7,7.7,-999999,-999999,0,0,17,0,0,0,0,0,0,0,0,0,0,0,121,54,54,22,19,0,0,119,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,35,-999999,0,0,0,0,0,-999999,0,0,0,0,227,0,30233,2022/02/14 20:08:00+00
985,-84.7939585895272,34.1993470247783,110030,2022/02/04 00:00:00+00,GA,110030,PIEDMONT CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,Short Term,13015,True,0,0,116.7,112.7,112.7,28.5,28.5,0,0,116.7,21,21,20.5,20.5,10.5,10.5,0,0,0,0,0,839,676,676,171,171,0,0,700,126,126,123,123,63,63,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,0,0,0,0,-999999,5,-999999,-999999,0,0,19,0,0,0,0,0,0,0,0,0,0,0,716,0,30120,2022/02/14 20:08:00+00
986,-85.0725429435602,33.5696715831615,110011,2022/02/04 00:00:00+00,GA,110011,TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,Short Term,13045,True,234.9,230.6,185,225.1,174.1,32,24.6,-999999,0,189.3,20.9,16.6,15.6,13.4,-999999,-999999,-999999,0,0,1644,1614,1085,1576,1219,224,172,-999999,0,1325,146,116,109,94,20,17,11,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,33,0,-999999,-999999,4,-999999,10,8,5,0,0,58,18,-999999,-999999,-999999,0,-999999,-999999,8,-999999,0,0,935,-999999,30117,2022/02/14 20:08:00+00
987,-84.9186992217827,33.7441535737458,110015,2022/02/04 00:00:00+00,GA,110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,Short Term,13045,True,92.9,92.9,53.4,91,51.9,16.7,13.6,0,0,53.4,6.6,6.6,7.7,7.7,-999999,-999999,-999999,0,-999999,650,650,385,637,363,117,95,0,0,374,46,46,54,54,18,16,8,0,-999999,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,0,-999999,0,-999999,-999999,-999999,-999999,5,0,0,37,13,0,-999999,-999999,4,0,-999999,-999999,0,0,0,676,-999999,30180,2022/02/14 20:08:00+00
988,-81.1552080238029,31.9855109937422,110043,2022/02/04 00:00:00+00,GA,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,Short Term,13051,True,224,224,178,213.6,175.4,44.6,44.3,0,0,178,38,38,34.9,34.9,8.6,8.6,0,0,0,1568,1568,1176,1495,1228,312,310,0,0,1246,266,266,244,244,60,60,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,32,0,-999999,-999999,-999999,6,7,7,6,0,0,86,0,0,0,0,0,0,0,0,0,0,0,669,0,31419,2022/02/14 20:08:00+00
989,-81.1013169126123,32.0284922616688,110024,2022/02/04 00:00:00+00,GA,110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,Short Term,13051,True,188,184,145,175,140.1,35.3,35.3,-999999,0,149,20,20,18.7,18.7,-999999,-999999,0,0,0,1316,1288,1050,1225,981,247,247,-999999,0,1043,140,140,131,131,25,25,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,27,0,0,-999999,-999999,5,4,8,6,0,0,101,0,0,0,0,0,0,0,0,0,0,0,763,0,31412,2022/02/14 20:08:00+00
990,-85.2632763354404,34.9458419508048,110236,2022/02/04 00:00:00+00,GA,110236,CHI MEMORIAL HOSPITAL- GEORGIA,100 GROSS CRESCENT CIRCLE,FORT OGLETHORPE,Short Term,13047,True,102,102,32,8.4,8.4,-999999,-999999,0,0,32,0,0,0,0,0,0,0,0,0,714,714,224,59,59,15,15,0,0,224,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,-999999,-999999,-999999,-999999,0,0,34,11,0,0,-999999,-999999,-999999,4,-999999,0,0,0,362,0,30742,2022/02/14 20:08:00+00
991,-81.089255018667,32.0303760105885,110036,2022/02/04 00:00:00+00,GA,110036,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,4700 WATERS AVENUE,SAVANNAH,Short Term,13051,True,734,620,538,616.4,504,70.1,69.3,4.1,4.1,652,165.6,96,165.6,86,16.3,16.1,0,0,0,5138,4340,3381,4315,3528,491,485,29,29,4564,1159,672,1159,602,114,113,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,62,-999999,7,5,-999999,7,10,17,13,0,-999999,257,4,0,-999999,-999999,0,-999999,0,0,-999999,0,0,2612,0,31404,2022/02/14 20:08:00+00
992,-81.0952103608731,32.0283482605724,112018,2022/02/04 00:00:00+00,GA,112018,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,SAVANNAH,Long Term,13051,True,45.7,45.7,50,25.3,25.3,0,0,0,0,50,4.3,4.3,-999999,-999999,0,0,0,0,0,320,320,300,177,177,0,0,0,0,350,30,30,12,12,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31405,2022/02/14 20:08:00+00
993,-83.4110592973472,33.9661560552038,112017,2022/02/04 00:00:00+00,GA,112017,LANDMARK HOSPITAL OF ATHENS LLC,775 SUNSET DRIVE,ATHENS,Long Term,13059,True,29.9,29.9,42,29.9,29.9,0,0,0,0,42,4,4,4,4,0,0,0,0,0,209,209,168,209,209,0,0,0,0,294,28,28,28,28,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30606,2022/02/14 20:08:00+00
994,-83.4050703437091,33.945869544496,110006,2022/02/04 00:00:00+00,GA,110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,Short Term,13059,True,194,167,167,153.7,138.3,34.6,34.6,0,0,194,30,18,25.4,17.6,9.7,9.7,0,0,0,1358,1169,1169,1076,968,242,242,0,0,1358,210,126,178,123,68,68,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,23,0,0,4,-999999,5,0,8,4,0,-999999,82,0,0,0,0,0,0,0,0,0,0,0,675,0,30606,2022/02/14 20:08:00+00
995,-83.3981720373958,33.9624143736259,110074,2022/02/04 00:00:00+00,GA,110074,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,Short Term,13059,True,0,0,306,275.6,270.7,82,81.9,-999999,-999999,324,60,60,55.9,55.9,22.4,22.4,0,0,0,0,0,2142,1929,1895,574,573,14,14,2268,420,420,391,391,157,157,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,79,-999999,4,-999999,-999999,9,19,24,16,0,-999999,173,-999999,0,0,-999999,0,0,0,0,0,0,0,1580,0,30606,2022/02/14 20:08:00+00
996,-84.4658680001581,34.2305950001956,110008,2022/02/04 00:00:00+00,GA,110008,NORTHSIDE HOSPITAL CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,Short Term,13057,True,0,0,290.9,226.6,226.4,66.4,66.3,-999999,0,291,29,29,21.1,21.1,9.6,9.6,0,0,0,0,0,1638,1586,1585,465,464,12,0,2037,203,203,148,148,67,67,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,49,0,5,-999999,-999999,-999999,8,16,13,0,0,159,0,0,0,0,0,0,0,0,0,0,5,1066,0,30115,2022/02/14 20:08:00+00
997,-84.175381578587,34.0675930092424,110230,2022/02/04 00:00:00+00,GA,110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,Short Term,13055,True,191,183,152,123.6,123.6,20.4,14,0,0,160,26,18,11,11,5.6,5.4,0,0,0,1337,1281,1141,865,865,143,98,0,0,1120,182,126,77,77,39,38,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,-999999,0,0,-999999,-999999,-999999,-999999,0,0,120,0,0,0,0,0,0,0,0,0,0,0,567,0,30097,2022/02/14 20:08:00+00
998,-82.7635819835054,31.032794221136,111308,2022/02/04 00:00:00+00,GA,111308,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,Critical Access Hospitals,13065,False,22,22,15,12.6,11.1,-999999,-999999,0,0,15,0,0,0,0,0,0,0,0,0,154,154,144,88,78,17,17,0,0,105,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,-999999,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,59,0,31634,2022/02/14 20:08:00+00
